Rank	Word	Frequency	Frequency per million	Zipf value	IPA
966	انگیزه	973	15.2828	4.1842	a n ɡ e z a  |  a n ɡ eː z a  |  æ n ɡ iː z e
967	پاپوش	963	15.1258	4.1797	p ɒː p oː ʃ
968	مشابه	961	15.0943	4.1788	m o ʃ ɒː b e  |  m u ʃ ɑː b a  |  m u ʃ ɔː b a  |  m ʊ ʃ ɒː b a
969	بهار	960	15.0786	4.1784	b a h ɑː ɾ  |  b a h ɒː ɾ  |  b a h ɔː ɾ  |  b æ h ɒː ɾ
970	تحقیق	959	15.0629	4.1779	t a h q i q  |  t a h q iː q  |  t æ h ɢ iː ɢ
970	منزل	959	15.0629	4.1779	m a n z i l  |  m a n z ɪ l  |  m æ n z e l
971	عمق	956	15.0158	4.1765	o m ɢ  |  ʊ m q  |  ʔ o m ɢ  |  ʔ u m q  |  ʔ ʊ m q
971	گردنبند	956	15.0158	4.1765	ɡ a ɾ d a n b a n d  |  ɡ æ ɾ d æ n b æ n d
972	کاسه	954	14.9844	4.1756	k ɒː s e  |  k ɒː s æ
973	خیر	953	14.9687	4.1752	x a j ɾ  |  x e j ɾ
974	ناز	950	14.9216	4.1738	n ɒː z
975	سینه	948	14.8902	4.1729	s i n a  |  s iː n a  |  s iː n e
976	طعم	947	14.8744	4.1724	t a ʔ m  |  t æ ʔ m
977	گفتگو	945	14.843	4.1715	ɡ o f t o ɡ uː j  |  ɡ u f t u ɡ uː j  |  ɡ u f t u ɡ ɵː j  |  ɡ ʊ f t ʊ ɡ uː j
978	دلال	944	14.8273	4.1711	d a l l ɑː l  |  d a l l ɒː l  |  d a l l ɔː l  |  d a l ɑː l  |  d a l ɒː l  |  d a l ɔː l  |  d æ l l ɒː l  |  d æ l ɒː l
978	شاهدخت	944	14.8273	4.1711	ʃ ɑː h d u x t  |  ʃ ɒː h d o x t  |  ʃ ɒː h d ʊ x t  |  ʃ ɔː h d u x t
979	گشتن	943	14.8116	4.1706	ɡ a ʃ t a n  |  ɡ æ ʃ t æ n
980	گاراژ	939	14.7488	4.1688	ɡ ɒː ɾ ɒː ʒ
981	وارث	936	14.7017	4.1674	v ɒː ɾ e s  |  v ɔː ɾ i s  |  w ɑː ɾ i s  |  w ɒː ɾ ɪ s
982	دماغ	935	14.686	4.1669	d a m ɑː ɣ  |  d a m ɒː ɣ  |  d a m ɔː ɣ  |  d æ m ɒː ɢ
982	کودکان	935	14.686	4.1669	k uː d æ k ɒː n
983	قلم	934	14.6703	4.1664	q a l a m  |  ɢ æ l æ m
984	توسعه	931	14.6231	4.165	t a v s i ʔ a  |  t a w s i ʔ a  |  t a w s ɪ ʔ a  |  t o w s e ʔ e
985	مند	930	14.6074	4.1646	m a n d  |  m æ n d
986	دریا	929	14.5917	4.1641	d a ɾ j ɑː  |  d a ɾ j ɒː  |  d a ɾ j ɔː  |  d æ ɾ j ɒː
986	گا	929	14.5917	4.1641	ɡ ɒː
987	برس	928	14.576	4.1636	b o ɾ s  |  b u ɾ s  |  b ʊ ɾ s
988	بفرمایید	916	14.3875	4.158	b e f æ ɾ m ɒː j iː d
989	کنسرت	915	14.3718	4.1575	k o n s e ɾ t
990	عفو	910	14.2933	4.1551	ʔ a f v  |  ʔ a f w  |  ʔ æ f v
991	اختیار	905	14.2148	4.1527	e x t i j ɒː ɾ  |  i x t i j ɑː ɾ  |  i x t i j ɔː ɾ  |  ɪ x t i j ɒː ɾ
991	کشیدن	905	14.2148	4.1527	k a ʃ i d a n  |  k a ʃ iː d a n  |  k e ʃ iː d æ n  |  k æ ʃ iː d æ n
992	محبت	899	14.1205	4.1499	m o h æ b b æ t ~ m æ h æ b b æ t  |  m u h a b b a t ~ m a h a b b a t  |  m ʊ h a b b a t ~ m a h a b b a t
993	مجرد	895	14.0577	4.1479	m o d͡ʒ æ ɾ ɾ æ d
994	دیوانه	892	14.0106	4.1465	d e v ɔː n a  |  d eː w ɑː n a  |  d eː w ɒː n a  |  d iː v ɒː n e
995	بالغ	890	13.9792	4.1455	b ɒː l e ɣ
996	خال	887	13.932	4.144	x ɑː l  |  x ɒː l  |  x ɔː l
996	متن	887	13.932	4.144	m a t n  |  m æ t n
997	کثیف	886	13.9163	4.1435	k a s i f  |  k a s iː f  |  k æ s iː f
998	قیمت	885	13.9006	4.143	q i m a t ~ q a j m a t  |  q iː m a t ~ q a j m a t  |  ɢ iː m æ t ~ ɢ e j m æ t
999	حداکثر	883	13.8692	4.1421	h a d d i a k s a ɾ  |  h a d d ɪ a k s a ɾ  |  h æ d d e æ k s æ ɾ
1000	فرهنگ	881	13.8378	4.1411	f a ɾ h a n ɡ  |  f æ ɾ h æ n ɡ
1001	شاخه	879	13.8064	4.1401	ʃ ɒː x e
1002	توقع	877	13.775	4.1391	t a v a q q ɵː ʔ  |  t a w a q q u ʔ  |  t a w a q q ʊ ʔ  |  t æ v æ ɢ ɢ o ʔ
1003	گردون	876	13.7593	4.1386	ɡ a ɾ d u n  |  ɡ a ɾ d uː n  |  ɡ æ ɾ d uː n
1004	خارجه	875	13.7436	4.1381	x ɑː ɾ i d͡ʒ a  |  x ɒː ɾ e d͡ʒ e  |  x ɒː ɾ ɪ d͡ʒ a  |  x ɔː ɾ i d͡ʒ a
1005	ضعیف	874	13.7278	4.1376	z a ʔ i f  |  z a ʔ iː f  |  z æ ʔ iː f
1006	جاذبه	873	13.7121	4.1371	d͡ʒ ɑː z i b a  |  d͡ʒ ɒː z e b e  |  d͡ʒ ɒː z ɪ b a  |  d͡ʒ ɔː z i b a
1007	اذیت	871	13.6807	4.1361	a z i j a t  |  a z iː j a t  |  æ z iː j æ t
1007	الهه	871	13.6807	4.1361	e l ɒː h e  |  i l ɑː h a  |  i l ɔː h a  |  ɪ l ɒː h a
1008	موفقیت	870	13.665	4.1356	m o v æ f f æ ɢ iː j æ t  |  m u v a f f a q i j a t  |  m u w a f f a q iː j a t  |  m ʊ w a f f a q iː j a t
1009	خلوت	869	13.6493	4.1351	x a l v a t  |  x a l w a t  |  x æ l v æ t
1010	ابتدا	868	13.6336	4.1346	e b t e d ɒː  |  i b t i d ɑː  |  i b t i d ɔː  |  ɪ b t ɪ d ɒː
1010	گوسفند	868	13.6336	4.1346	ɡ oː s f a n d  |  ɡ oː s p a n d  |  ɡ uː s f e n d  |  ɡ uː s f æ n d  |  ɡ uː s p æ n d  |  ɡ ɵ s f a n d  |  ɡ ɵ s p a n d
1011	خوراک	866	13.6022	4.1336	x o ɾ ɒː k  |  x u ɾ ɔː k  |  x ʊ ɾ ɒː k  |  xʷ a ɾ ɑː k
1012	پاریس	865	13.5865	4.1331	pʰ ɑː ɾ iː s  |  pʰ ɒː ɾ iː s  |  pʰ ɔː ɾ i s
1012	چرخه	865	13.5865	4.1331	t͡ʃ a ɾ x a  |  t͡ʃ æ ɾ x e
1013	شخصیت	863	13.5551	4.1321	ʃ a x s i j a t  |  ʃ a x s iː j a t  |  ʃ æ x s iː j æ t
1014	عطر	860	13.5079	4.1306	ʔ e t ɾ  |  ʔ i t ɾ  |  ʔ ɪ t ɾ
1014	پیروزی	860	13.5079	4.1306	p e ɾ ɵː z iː  |  p eː ɾ oː z iː  |  p iː ɾ uː z iː
1015	خاتمه	856	13.4451	4.1286	x ɑː t i m a  |  x ɒː t e m e  |  x ɒː t ɪ m a  |  x ɔː t i m a
