Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1511	vměšovat	678	1.061	3.0257	v m j ɛ ʃ o v a t
1512	pečený	677	1.0595	3.0251	p ɛ t͡ʃ ɛ n iː
1513	okurka	675	1.0564	3.0238	o k u r k a
1514	slunečnice	674	1.0548	3.0232	s l u n ɛ t͡ʃ ɲ ɪ t͡s ɛ
1515	porady	670	1.0485	3.0206	p o r a d ɪ
1515	průvodčí	670	1.0485	3.0206	p r uː v o t t͡ʃ iː
1516	vně	668	1.0454	3.0193	v ɲ ɛ
1517	hroch	664	1.0391	3.0167	ɦ r o x
1518	vměšování	658	1.0297	3.0127	v m j ɛ ʃ o v aː ɲ iː
1519	zář	656	1.0266	3.0114	z aː r̝̊
1520	medvědice	655	1.0251	3.0108	m ɛ d v j ɛ ɟ ɪ t s ɛ
1521	hřebíček	653	1.0219	3.0094	ɦ r̝ ɛ b iː t͡ʃ ɛ k
1522	rezervovat	652	1.0204	3.0088	r ɛ z ɛ r v o v a t
1523	fetiš	651	1.0188	3.0081	f ɛ t ɪ ʃ
1524	všeobecný	649	1.0157	3.0068	f ʃ ɛ o b ɛ t͡s n iː
1525	delty	648	1.0141	3.0061	d ɛ l t ɪ
1526	rebelie	646	1.011	3.0048	r ɛ b eː l ɪ j ɛ
1527	obře	641	1.0031	3.0013	o b r̝ ɛ
1528	cizinka	640	1.0016	3.0007	t͡s ɪ z ɪ ŋ k a
1528	salto	640	1.0016	3.0007	s a l t ɔ
1529	dup	639	1.0	3.0	d u p
1530	obrů	638	0.9984	2.9993	o b r uː
1531	odzbrojit	636	0.9953	2.998	ˀɔ d z b r ɔ j ɪ t
1532	zadák	635	0.9938	2.9973	z a d aː k
1533	osahávat	634	0.9922	2.9966	ʔ o s a ɦ aː v a t
1533	pstruh	634	0.9922	2.9966	p s t r u x
1534	kontext	631	0.9875	2.9945	k ɔ n t ɛ k s t
1534	pekárna	631	0.9875	2.9945	p ɛ k aː r n a
1534	šikula	631	0.9875	2.9945	ʃ ɪ k u l a
1535	volejbal	630	0.9859	2.9938	v ɔ l ɛ j b a l
1536	třít	627	0.9812	2.9918	t r̝̊ iː t
1537	obézní	626	0.9797	2.9911	ɔ b ɛː z ɲ iː
1538	šavle	625	0.9781	2.9904	ʃ a v l ɛ
1539	polka	623	0.975	2.989	p o l k a
1540	horoskop	622	0.9734	2.9883	ɦ o r o s k o p
1540	ubrus	622	0.9734	2.9883	u b r u s
1541	rozhlas	621	0.9718	2.9876	r ɔ z ɦ l a s
1542	tož	619	0.9687	2.9862	t ɔ ʃ
1543	kajuta	617	0.9656	2.9848	k a j u t a
1544	sekretář	616	0.964	2.9841	s ɛ k r ɛ t aː r̝̊
1544	spáč	616	0.964	2.9841	s p aː t͡ʃ
1545	televizor	615	0.9625	2.9834	t ɛ l ɛ v ɪ z o r
1546	rodiště	614	0.9609	2.9827	r ɔ ɟ ɪ ʃ c ɛ
1547	těžba	611	0.9562	2.9805	c ɛ ʒ b a
1548	tulipán	609	0.9531	2.9791	t u l ɪ p aː n
1549	neúspěšně	607	0.9499	2.9777	n ɛ uː s p j ɛ ʃ ɲ ɛ
1550	kuř	604	0.9452	2.9755	k ʊ r̝̊
1551	vonět	603	0.9437	2.9748	v o ɲ ɛ t
1552	honba	602	0.9421	2.9741	ɦ ɔ n b a
1553	polský	600	0.939	2.9727	p o l s k iː
1554	samet	598	0.9358	2.9712	s a m ɛ t
1555	tiskárna	597	0.9343	2.9705	c ɪ s k aː r n a
1556	lyro	596	0.9327	2.9697	l ɪ r o
1557	čárky	595	0.9312	2.969	t͡ʃ aː r k ɪ
1558	bídy	594	0.9296	2.9683	b iː d ɪ
1559	bašta	592	0.9265	2.9668	b a ʃ t a
1559	bramborový	592	0.9265	2.9668	b r a m b o r o v iː
1560	ponožka	591	0.9249	2.9661	p o n o ʃ k a
1561	neapol	590	0.9233	2.9653	n ɛ a p o l
1562	hymna	589	0.9218	2.9646	ɦ ɪ m n a
1562	vidle	589	0.9218	2.9646	v ɪ d l ɛ
1563	střep	588	0.9202	2.9639	s t r̝̊ ɛ p
1564	nor	585	0.9155	2.9617	n o r
1564	tykev	585	0.9155	2.9617	t ɪ k ɛ v
1565	háčky	584	0.9139	2.9609	ɦ aː t͡ʃ k ɪ
1566	japonka	583	0.9124	2.9602	j a p o ŋ k a
1567	fakulta	581	0.9092	2.9587	f a k ʊ l t a
1568	scénárista	580	0.9077	2.9579	s t͡s ɛː n aː r ɪ s t a
1569	hubeňour	577	0.903	2.9557	ɦ ʊ b ɛ ɲ ɔ ʊ̯ r
1569	černobílý	577	0.903	2.9557	t͡ʃ ɛ r n o b iː l iː
1570	jednooký	575	0.8999	2.9542	j ɛ d n o ʔ o k iː
1570	norsko	575	0.8999	2.9542	n o r s k o
1570	žánr	575	0.8999	2.9542	ʒ aː n r̩
1571	výfuk	574	0.8983	2.9534	v iː f u k
1572	brokolice	573	0.8967	2.9526	b r o k o l ɪ t͡s ɛ
1573	mrznout	568	0.8889	2.9489	m r̩ z n ɔ ʊ̯ t
1574	donovi	567	0.8873	2.9481	d o n o v ɪ
1574	kapusta	567	0.8873	2.9481	k a p u s t a
1575	prak	566	0.8858	2.9473	p r a k
1576	donu	562	0.8795	2.9442	d o n u
1577	přeprava	559	0.8748	2.9419	p r̝̊ ɛ p r a v a
1578	mramor	557	0.8717	2.9404	m r a m ɔ r
1578	prsy	557	0.8717	2.9404	p r̩ s ɪ
1579	delto	556	0.8701	2.9396	d ɛ l t o
1580	roztavit	555	0.8686	2.9388	r ɔ s t a v ɪ t
1581	kiwi	554	0.867	2.938	k ɪ v ɪ
1581	tis	554	0.867	2.938	c ɪ s
1582	matematicky	551	0.8623	2.9357	m a t ɛ m a t ɪ t s k ɪ
1583	kobliha	550	0.8607	2.9349	k o b l ɪ ɦ a
1584	vyděrač	549	0.8592	2.9341	v ɪ ɟ ɛ r a t ʃ
1585	mech	542	0.8482	2.9285	m ɛ x
1586	mrkat	537	0.8404	2.9245	m r̩ k a t
1587	česky	536	0.8388	2.9237	t͡ʃ ɛ s k ɪ
1588	fez	534	0.8357	2.9221	f ɛ s
1589	němka	529	0.8279	2.918	ɲ ɛ m k a
1590	mazánek	528	0.8263	2.9171	m a z aː n ɛ k
1590	treska	528	0.8263	2.9171	t r ɛ s k a
1591	fórum	527	0.8247	2.9163	f oː r u m
1591	pospíšil	527	0.8247	2.9163	p o s p iː ʃ ɪ l
1592	kluziště	522	0.8169	2.9122	k l ʊ z ɪ ʃ c ɛ
1593	rak	521	0.8153	2.9113	r a k
1594	majonéza	519	0.8122	2.9097	m a j o n ɛː z a
1595	popisovat	513	0.8028	2.9046	p o p ɪ s o v a t
1596	kuše	511	0.7997	2.9029	k ʊ ʃ ɛ
1597	psychóza	510	0.7981	2.9021	p s ɪ x oː z a
1597	vata	510	0.7981	2.9021	v a t a
1598	rub	507	0.7934	2.8995	r u p
1599	přilba	506	0.7919	2.8987	p r̝ ɪ l b a
1600	kolikátý	503	0.7872	2.8961	k ɔ l ɪ k aː t iː
1601	bídu	502	0.7856	2.8952	b iː d u
1601	hlupáček	502	0.7856	2.8952	ɦ l ʊ p aː t͡ʃ ɛ k
1602	odbornice	501	0.784	2.8943	o d b o r ɲ ɪ t͡s ɛ
1603	dutý	500	0.7825	2.8935	d u t iː
1604	levandule	499	0.7809	2.8926	l ɛ v a n d ʊ l ɛ
1605	sněhulák	495	0.7747	2.8891	s ɲ ɛ ɦ ʊ l aː k
1606	šat	494	0.7731	2.8882	ʃ a t
