Rank	Word	Frequency	Frequency per million	Zipf value
395	ოჲდჲგჲპთმ	195	157.3743	5.1969
395	ჟოჲპვე	195	157.3743	5.1969
395	რპსენჲ	195	157.3743	5.1969
395	ჱაპ	195	157.3743	5.1969
396	ნჲგ	194	156.5673	5.1947
396	ოჲნწკჲდა	194	156.5673	5.1947
396	ჟლსფთლჲ	194	156.5673	5.1947
396	რგყპევ	194	156.5673	5.1947
397	ზვნთ	193	155.7602	5.1925
397	თჟკაქვ	193	155.7602	5.1925
398	დლსოჲჟრთ	192	154.9532	5.1902
398	ეჲლს	192	154.9532	5.1902
399	ეპსდა	191	154.1461	5.1879
399	კი	191	154.1461	5.1879
399	ლვკა	191	154.1461	5.1879
400	ეზჲპეზ	190	153.3391	5.1857
400	ოპთფთნა	190	153.3391	5.1857
401	ოჲპაეთ	189	152.532	5.1834
401	ჟვკაკჲ	189	152.532	5.1834
402	მვჟვუა	188	151.725	5.1811
402	ნთკჲ	188	151.725	5.1811
402	ოჲმჲდნვ	188	151.725	5.1811
403	გყოპჲჟ	187	150.9179	5.1787
403	ესმა	187	150.9179	5.1787
403	ეყღვპწ	187	150.9179	5.1787
403	კაზამ	187	150.9179	5.1787
403	მშ	187	150.9179	5.1787
403	ნვლთ	187	150.9179	5.1787
403	ოპჲბლვმთ	187	150.9179	5.1787
403	ოჲმნთქ	187	150.9179	5.1787
403	ჟპვღა	187	150.9179	5.1787
403	რაკაგა	187	150.9179	5.1787
404	გვლთფვჟრგჲ	186	150.1109	5.1764
404	მჲლთ	186	150.1109	5.1764
404	ნწმაქ	186	150.1109	5.1764
404	პაჱბპა	186	150.1109	5.1764
405	ნსზნჲ	185	149.3038	5.1741
405	ჟვკჲდაქ	185	149.3038	5.1741
406	კპაი	184	148.4968	5.1717
406	კჲწ	184	148.4968	5.1717
407	ზთგვვ	183	147.6897	5.1694
407	ოყრწ	183	147.6897	5.1694
407	ოჲჱნაგამ	183	147.6897	5.1694
407	რთო	183	147.6897	5.1694
408	თჟკალ	182	146.8827	5.167
408	ნაოპაგთჳ	182	146.8827	5.167
408	ნვდჲგარა	182	146.8827	5.167
408	ჲრრსკ	182	146.8827	5.167
409	გვპჲწრნჲ	181	146.0756	5.1646
409	ეჲევ	181	146.0756	5.1646
409	თჳ	181	146.0756	5.1646
409	ლსვ	181	146.0756	5.1646
409	ჟწკაქ	181	146.0756	5.1646
409	შენი	181	146.0756	5.1646
409	ჲჱნაფაგა	181	146.0756	5.1646
410	ბთევქ	180	145.2686	5.1622
410	ბწჳმვ	180	145.2686	5.1622
410	მვფ	180	145.2686	5.1622
410	ნწკჲდა	180	145.2686	5.1622
410	ჟვჟრპა	180	145.2686	5.1622
410	ფაპლთ	180	145.2686	5.1622
411	თეგამ	179	144.4616	5.1598
411	ლთუვრჲ	179	144.4616	5.1598
411	ნთგ	179	144.4616	5.1598
411	ნძ	179	144.4616	5.1598
411	ნჲგა	179	144.4616	5.1598
411	რაკჲ	179	144.4616	5.1598
411	ჱგსფთ	179	144.4616	5.1598
