Rank	Character	Frequency	Frequency per million	Zipf value
104	径	1	0.001	0.0
104	戦	1	0.001	0.0
104	本	1	0.001	0.0
104	流	1	0.001	0.0
104	片	1	0.001	0.0
104	瑞	1	0.001	0.0
104	用	1	0.001	0.0
104	禁	1	0.001	0.0
104	膕	1	0.001	0.0
104	途	1	0.001	0.0
104	遳	1	0.001	0.0
104	闘	1	0.001	0.0
104	马	1	0.001	0.0
104	ﬀ	1	0.001	0.0
