Rank	Character	Frequency	Frequency per million	Zipf value
114	υ	1	0.0041	0.6128
114	к	1	0.0041	0.6128
114	ф	1	0.0041	0.6128
114	ٕ	1	0.0041	0.6128
114	ٹ	1	0.0041	0.6128
114	ẘ	1	0.0041	0.6128
114	ℓ	1	0.0041	0.6128
114	ℳ	1	0.0041	0.6128
114	ﬂ	1	0.0041	0.6128
114	ﭘ	1	0.0041	0.6128
114	ﮏ	1	0.0041	0.6128
114	ﮕ	1	0.0041	0.6128
114	ﺁ	1	0.0041	0.6128
114	ﺣ	1	0.0041	0.6128
114	ﺧ	1	0.0041	0.6128
114	ﺭ	1	0.0041	0.6128
114	ﺯ	1	0.0041	0.6128
114	ﺴ	1	0.0041	0.6128
114	ﻂ	1	0.0041	0.6128
114	ﻠ	1	0.0041	0.6128
114	ﻦ	1	0.0041	0.6128
114	ﻨ	1	0.0041	0.6128
114	ﻩ	1	0.0041	0.6128
114	ﻲ	1	0.0041	0.6128
