Rank	Character	Frequency	Frequency per million	Zipf value
136	ÿ	14	0.0059	0.7709
136	ا	14	0.0059	0.7709
136	戀	14	0.0059	0.7709
136	搀	14	0.0059	0.7709
137	й	12	0.005	0.699
137	ц	12	0.005	0.699
137	ќ	12	0.005	0.699
138	ρ	11	0.0046	0.6628
138	φ	11	0.0046	0.6628
138	最	11	0.0046	0.6628
138	瀀	11	0.0046	0.6628
138	稀	11	0.0046	0.6628
139	α	10	0.0042	0.6232
140	κ	9	0.0038	0.5798
140	ي	9	0.0038	0.5798
141	ί	8	0.0034	0.5315
141	ι	8	0.0034	0.5315
141	ν	8	0.0034	0.5315
141	ο	8	0.0034	0.5315
141	ς	8	0.0034	0.5315
141	挀	8	0.0034	0.5315
142	τ	7	0.0029	0.4624
142	э	7	0.0029	0.4624
142	㼀	7	0.0029	0.4624
142	漁	7	0.0029	0.4624
142	甁	7	0.0029	0.4624
143	ƒ	6	0.0025	0.3979
143	γ	6	0.0025	0.3979
143	ѕ	6	0.0025	0.3979
143	ґ	6	0.0025	0.3979
143	渁	6	0.0025	0.3979
144	η	5	0.0021	0.3222
144	њ	5	0.0021	0.3222
144	џ	5	0.0021	0.3222
144	ӕ	5	0.0021	0.3222
144	ت	5	0.0021	0.3222
144	س	5	0.0021	0.3222
144	و	5	0.0021	0.3222
144	䐀	5	0.0021	0.3222
144	縀	5	0.0021	0.3222
145	ы	4	0.0017	0.2304
145	ѓ	4	0.0017	0.2304
145	ѽ	4	0.0017	0.2304
145	ر	4	0.0017	0.2304
145	ن	4	0.0017	0.2304
145	ᄀ	4	0.0017	0.2304
145	匀	4	0.0017	0.2304
145	多	4	0.0017	0.2304
145	痴	4	0.0017	0.2304
145	眉	4	0.0017	0.2304
145	礀	4	0.0017	0.2304
145	茅	4	0.0017	0.2304
146	ō	3	0.0013	0.1139
146	ǽ	3	0.0013	0.1139
146	μ	3	0.0013	0.1139
146	σ	3	0.0013	0.1139
146	υ	3	0.0013	0.1139
146	χ	3	0.0013	0.1139
146	ό	3	0.0013	0.1139
146	ب	3	0.0013	0.1139
146	خ	3	0.0013	0.1139
146	د	3	0.0013	0.1139
146	ق	3	0.0013	0.1139
146	ك	3	0.0013	0.1139
146	ل	3	0.0013	0.1139
146	م	3	0.0013	0.1139
146	ه	3	0.0013	0.1139
146	䴀	3	0.0013	0.1139
146	一	3	0.0013	0.1139
146	斯	3	0.0013	0.1139
146	栀	3	0.0013	0.1139
146	约	3	0.0013	0.1139
147	ț	2	0.0008	-0.0969
147	̇	2	0.0008	-0.0969
147	ά	2	0.0008	-0.0969
147	έ	2	0.0008	-0.0969
147	λ	2	0.0008	-0.0969
147	ω	2	0.0008	-0.0969
147	щ	2	0.0008	-0.0969
147	ь	2	0.0008	-0.0969
147	я	2	0.0008	-0.0969
147	ї	2	0.0008	-0.0969
147	ة	2	0.0008	-0.0969
147	ذ	2	0.0008	-0.0969
147	ص	2	0.0008	-0.0969
147	ف	2	0.0008	-0.0969
147	ⰱ	2	0.0008	-0.0969
147	䬀	2	0.0008	-0.0969
147	么	2	0.0008	-0.0969
147	伊	2	0.0008	-0.0969
147	吀	2	0.0008	-0.0969
147	坊	2	0.0008	-0.0969
147	奇	2	0.0008	-0.0969
147	拉	2	0.0008	-0.0969
147	欁	2	0.0008	-0.0969
147	特	2	0.0008	-0.0969
147	琁	2	0.0008	-0.0969
147	看	2	0.0008	-0.0969
147	翰	2	0.0008	-0.0969
147	诺	2	0.0008	-0.0969
147	里	2	0.0008	-0.0969
147	雷	2	0.0008	-0.0969
147	️	2	0.0008	-0.0969
148	ċ	1	0.0004	-0.3979
148	ė	1	0.0004	-0.3979
148	ī	1	0.0004	-0.3979
148	β	1	0.0004	-0.3979
148	ξ	1	0.0004	-0.3979
148	ѝ	1	0.0004	-0.3979
148	ء	1	0.0004	-0.3979
148	ج	1	0.0004	-0.3979
148	ع	1	0.0004	-0.3979
148	ى	1	0.0004	-0.3979
148	ⴀ	1	0.0004	-0.3979
148	て	1	0.0004	-0.3979
148	め	1	0.0004	-0.3979
148	や	1	0.0004	-0.3979
148	䄀	1	0.0004	-0.3979
148	䈀	1	0.0004	-0.3979
148	䠀	1	0.0004	-0.3979
148	䤀	1	0.0004	-0.3979
148	䰀	1	0.0004	-0.3979
148	亚	1	0.0004	-0.3979
148	伦	1	0.0004	-0.3979
148	佛	1	0.0004	-0.3979
148	你	1	0.0004	-0.3979
148	健	1	0.0004	-0.3979
148	刀	1	0.0004	-0.3979
148	博	1	0.0004	-0.3979
148	叫	1	0.0004	-0.3979
148	吉	1	0.0004	-0.3979
148	咜	1	0.0004	-0.3979
148	唀	1	0.0004	-0.3979
148	塞	1	0.0004	-0.3979
148	客	1	0.0004	-0.3979
148	尔	1	0.0004	-0.3979
148	尼	1	0.0004	-0.3979
148	布	1	0.0004	-0.3979
148	帽	1	0.0004	-0.3979
148	康	1	0.0004	-0.3979
148	拜	1	0.0004	-0.3979
148	昀	1	0.0004	-0.3979
148	明	1	0.0004	-0.3979
148	杰	1	0.0004	-0.3979
148	枚	1	0.0004	-0.3979
148	格	1	0.0004	-0.3979
148	樁	1	0.0004	-0.3979
148	汉	1	0.0004	-0.3979
148	洁	1	0.0004	-0.3979
148	照	1	0.0004	-0.3979
148	片	1	0.0004	-0.3979
148	的	1	0.0004	-0.3979
148	维	1	0.0004	-0.3979
148	美	1	0.0004	-0.3979
148	胫	1	0.0004	-0.3979
148	脿	1	0.0004	-0.3979
148	芒	1	0.0004	-0.3979
148	芬	1	0.0004	-0.3979
148	莽	1	0.0004	-0.3979
148	葛	1	0.0004	-0.3979
148	迪	1	0.0004	-0.3979
148	鈾	1	0.0004	-0.3979
148	铆	1	0.0004	-0.3979
148	阿	1	0.0004	-0.3979
148	静	1	0.0004	-0.3979
148	马	1	0.0004	-0.3979
148	잚	1	0.0004	-0.3979
148	횅	1	0.0004	-0.3979
148	ﬂ	1	0.0004	-0.3979
